subject,gene,annotation,group
VFG037170(gb|WP_001081754), (plc1, phospholipase C [Phospholipase C (VF0470, - Exotoxin (VFC0235
VFG026367(gb|WP_005069703), (leuD, 3-isopropylmalate dehydratase small subunit [Leucine synthesis (VF0814, - Nutritional/Metabolic factor (VFC0272
VFG026382(gb|YP_007958992), (leuD, isopropylmalate isomerase small subunit [Leucine synthesis (VF0814, - Nutritional/Metabolic factor (VFC0272
VFG026391(gb|WP_015306188), (leuD, 3-isopropylmalate dehydratase small subunit [Leucine synthesis (VF0814, - Nutritional/Metabolic factor (VFC0272
VFG026392(gb|WP_016342164), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026395(gb|WP_015289747), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026396(gb|WP_015292840), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026397(gb|WP_015356706), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026398(gb|WP_031599964), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026401(gb|WP_015575050), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026404(gb|WP_014584741), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026407(gb|YP_007957417), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026412(gb|WP_020821987), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026414(gb|WP_198344965), (lysA, diaminopimelate decarboxylase [Lysine synthesis (VF0815, - Nutritional/Metabolic factor (VFC0272
VFG026415(gb|WP_005060729), (glnA1, type I glutamate--ammonia ligase [Glutamine synthesis (VF0816, - Nutritional/Metabolic factor (VFC0272
VFG026420(gb|WP_015356198), (glnA1, type I glutamate--ammonia ligase [Glutamine synthesis (VF0816, - Nutritional/Metabolic factor (VFC0272
VFG026430(gb|YP_007958267), (glnA1, glutamine synthetase [Glutamine synthesis (VF0816, - Nutritional/Metabolic factor (VFC0272
VFG026433(gb|YP_005360830), (glnA1, glutamine synthetase [Glutamine synthesis (VF0816, - Nutritional/Metabolic factor (VFC0272
VFG026439(gb|WP_015307764), (glnA1, type I glutamate--ammonia ligase [Glutamine synthesis (VF0816, - Nutritional/Metabolic factor (VFC0272
VFG026440(gb|ACA57625), (mlsA1," type I modular polyketide synthase, MlsA1 [Mycolactone (VF0817", - Exotoxin (VFC0235
VFG026441(gb|WP_012552884), (mlsA2, mycolactone polyketide synthase MLSA2 [Mycolactone (VF0817, - Exotoxin (VFC0235
VFG026442(gb|ACA57618), (mlsB," type I modular polyketide synthase, MlsB [Mycolactone (VF0817", - Exotoxin (VFC0235
VFG026443(gb|WP_005056278), (mgtC, Possible Mg2+ transport P-type ATPase C MgtC [MgtC (VF0289, - Nutritional/Metabolic factor (VFC0272
VFG026445(gb|WP_015303226), (mgtC, Possible Mg2+ transport P-type ATPase C MgtC [MgtC (VF0289, - Nutritional/Metabolic factor (VFC0272
VFG026446(gb|WP_015290161), (mgtC, Possible Mg2+ transport P-type ATPase C MgtC [MgtC (VF0289, - Nutritional/Metabolic factor (VFC0272
VFG026447(gb|WP_015293213), (mgtC, Possible Mg2+ transport P-type ATPase C MgtC [MgtC (VF0289, - Nutritional/Metabolic factor (VFC0272
VFG026455(gb|WP_009940592), (mgtC, Possible Mg2+ transport P-type ATPase C MgtC [MgtC (VF0289, - Nutritional/Metabolic factor (VFC0272
VFG026457(gb|WP_003900414), (mgtC, Possible Mg2+ transport P-type ATPase C MgtC [MgtC (VF0289, - Nutritional/Metabolic factor (VFC0272
VFG026458(gb|YP_007957881), (mgtC, Possible Mg2+ transport P-type ATPase C MgtC [MgtC (VF0289, - Nutritional/Metabolic factor (VFC0272
VFG026462(gb|YP_005923048), (mgtC, Possible Mg2+ transport P-type ATPase C MgtC [MgtC (VF0289, - Nutritional/Metabolic factor (VFC0272
VFG026467(gb|WP_005057208), (ideR, Iron-dependent repressor and activator IdeR [IdeR (VF0300, - Regulation (VFC0301
VFG026470(gb|WP_015290888), (ideR, Iron-dependent repressor and activator IdeR [IdeR (VF0300, - Regulation (VFC0301
VFG026490(gb|WP_015306500), (ideR, Iron-dependent repressor and activator IdeR [IdeR (VF0300, - Regulation (VFC0301
VFG026493(gb|WP_015290621), (mbtH, putative protein MbtH [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026501(gb|YP_007958413), (mbtH, putative protein MbtH [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026508(gb|WP_003872197), (mbtH, putative protein MbtH [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026509(gb|WP_041927919), (mbtG, Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase, (lysine N6-hydroxylase
VFG026512(gb|WP_015290622), (mbtG, Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase, (lysine N6-hydroxylase
VFG026514(gb|WP_015356486), (mbtG, Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase, (lysine N6-hydroxylase
VFG026515(gb|WP_005099527), (mbtG, Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase, (lysine N6-hydroxylase
VFG026523(gb|YP_007958414), (mbtG, Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase, (lysine N6-hydroxylase
VFG026526(gb|YP_005923573), (mbtG, Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase, (lysine N6-hydroxylase
VFG026531(gb|WP_016342475), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026532(gb|WP_041930680), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026533(gb|WP_041179918), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026534(gb|WP_041181523), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026535(gb|WP_041180865), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026536(gb|WP_015356482), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026537(gb|WP_005061162), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026540(gb|WP_015575196), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026545(gb|YP_007958418), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026548(gb|YP_005923574), (mbtF, Peptide synthetase MbtF (peptide synthase, [Mycobactin (VF0299
VFG026553(gb|WP_016342474), (mbtE, Peptide synthetase MbtE (peptide synthase, [Mycobactin (VF0299
VFG026555(gb|WP_041179693), (mbtE, Peptide synthetase MbtE (peptide synthase, [Mycobactin (VF0299
VFG026556(gb|WP_041181197), (mbtE, Peptide synthetase MbtE (peptide synthase, [Mycobactin (VF0299
VFG026557(gb|WP_041180561), (mbtE, Peptide synthetase MbtE (peptide synthase, [Mycobactin (VF0299
VFG026558(gb|WP_015356483), (mbtE, Peptide synthetase MbtE (peptide synthase, [Mycobactin (VF0299
VFG026559(gb|WP_005061160), (mbtE, Peptide synthetase MbtE (peptide synthase, [Mycobactin (VF0299
VFG026563(gb|YP_007962259), (mbtE, Peptide synthetase MbtE (peptide synthase, [Mycobactin (VF0299
VFG026568(gb|YP_007958419), (mbtE, Peptide synthetase MbtE (peptide synthase, [Mycobactin (VF0299
VFG026573(gb|WP_020822197), (mbtE, Peptide synthetase MbtE (peptide synthase, [Mycobactin (VF0299
VFG026575(gb|WP_158022910), (mbtD, Polyketide synthetase MbtD (polyketide synthase, [Mycobactin (VF0299
VFG026577(gb|WP_015303461), (mbtD, Polyketide synthetase MbtD (polyketide synthase, [Mycobactin (VF0299
VFG026578(gb|WP_041181524), (mbtD, Polyketide synthetase MbtD (polyketide synthase, [Mycobactin (VF0299
VFG026579(gb|WP_015293657), (mbtD, Polyketide synthetase MbtD (polyketide synthase, [Mycobactin (VF0299
VFG026580(gb|WP_015356485), (mbtD, Polyketide synthetase MbtD (polyketide synthase, [Mycobactin (VF0299
VFG026581(gb|WP_153995320), (mbtD, Polyketide synthetase MbtD (polyketide synthase, [Mycobactin (VF0299
VFG026589(gb|YP_007958421), (mbtD, Polyketide synthetase MbtD (polyketide synthase, [Mycobactin (VF0299
VFG026594(gb|WP_041320903), (mbtD, Polyketide synthetase MbtD (polyketide synthase, [Mycobactin (VF0299
VFG026596(gb|WP_016342473), (mbtC, Polyketide synthetase MbtC (polyketide synthase, [Mycobactin (VF0299
VFG026598(gb|WP_015303462), (mbtC, Polyketide synthetase MbtC (polyketide synthase, [Mycobactin (VF0299
VFG026599(gb|WP_015290626), (mbtC, Polyketide synthetase MbtC (polyketide synthase, [Mycobactin (VF0299
VFG026601(gb|WP_015356484), (mbtC, Polyketide synthetase MbtC (polyketide synthase, [Mycobactin (VF0299
VFG026602(gb|WP_005099373), (mbtC, Polyketide synthetase MbtC (polyketide synthase, [Mycobactin (VF0299
VFG026606(gb|YP_007962260), (mbtC, Polyketide synthetase MbtC (polyketide synthase, [Mycobactin (VF0299
VFG026611(gb|YP_007958422), (mbtC, Polyketide synthetase MbtC (polyketide synthase, [Mycobactin (VF0299
VFG026614(gb|YP_005360980), (mbtC, Polyketide synthetase MbtC (polyketide synthase, [Mycobactin (VF0299
VFG026617(gb|WP_081656371), (mbtC, Polyketide synthetase MbtC (polyketide synthase, [Mycobactin (VF0299
VFG026619(gb|WP_016342476), (mbtB, Phenyloxazoline synthase MbtB (phenyloxazoline synthetase, [Mycobactin (VF0299
VFG026621(gb|WP_015303463), (mbtB, Phenyloxazoline synthase MbtB (phenyloxazoline synthetase, [Mycobactin (VF0299
VFG026622(gb|WP_015290627), (mbtB, Phenyloxazoline synthase MbtB (phenyloxazoline synthetase, [Mycobactin (VF0299
VFG026623(gb|WP_015293658), (mbtB, Phenyloxazoline synthase MbtB (phenyloxazoline synthetase, [Mycobactin (VF0299
VFG026624(gb|WP_015356481), (mbtB, Phenyloxazoline synthase MbtB (phenyloxazoline synthetase, [Mycobactin (VF0299
VFG026625(gb|WP_005061165), (mbtB, Phenyloxazoline synthase MbtB (phenyloxazoline synthetase, [Mycobactin (VF0299
VFG026628(gb|WP_003902259), (mbtB, Phenyloxazoline synthase MbtB (phenyloxazoline synthetase, [Mycobactin (VF0299
VFG026629(gb|YP_007962262), (mbtB, Phenyloxazoline synthase MbtB (phenyloxazoline synthetase, [Mycobactin (VF0299
VFG026638(gb|WP_020822193), (mbtB, Phenyloxazoline synthase MbtB (phenyloxazoline synthetase, [Mycobactin (VF0299
VFG026640(gb|WP_016342530), (mbtA, Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase, + salicyl-S-ArCP synthetase [Mycobactin (VF0299
VFG026642(gb|WP_015303464), (mbtA, Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase, + salicyl-S-ArCP synthetase [Mycobactin (VF0299
VFG026643(gb|WP_015290628), (mbtA, Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase, + salicyl-S-ArCP synthetase [Mycobactin (VF0299
VFG026644(gb|WP_015293659), (mbtA, Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase, + salicyl-S-ArCP synthetase [Mycobactin (VF0299
VFG026645(gb|WP_015356488), (mbtA, Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase, + salicyl-S-ArCP synthetase [Mycobactin (VF0299
VFG026646(gb|WP_005058867), (mbtA, Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase, + salicyl-S-ArCP synthetase [Mycobactin (VF0299
VFG026649(gb|WP_015575197), (mbtA, Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase, + salicyl-S-ArCP synthetase [Mycobactin (VF0299
VFG026654(gb|YP_007958424), (mbtA, Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase, + salicyl-S-ArCP synthetase [Mycobactin (VF0299
VFG026660(gb|WP_020822192), (mbtA, Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase, + salicyl-S-ArCP synthetase [Mycobactin (VF0299
VFG026664(gb|WP_041181198), (mbtJ, Putative acetyl hydrolase MbtJ [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026665(gb|WP_041180562), (mbtJ, Putative acetyl hydrolase MbtJ [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026666(gb|WP_041299441), (mbtJ, Putative acetyl hydrolase MbtJ [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026676(gb|YP_007958425), (mbtJ, Putative acetyl hydrolase MbtJ [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026679(gb|YP_005360982), (mbtJ, Putative acetyl hydrolase MbtJ [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026685(gb|WP_015305151), (mbtJ, Putative acetyl hydrolase MbtJ [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026686(gb|WP_051223603), (mbtI, Isochorismate synthase MbtI [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026688(gb|WP_015303465), (mbtI, Isochorismate synthase MbtI [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026689(gb|WP_015290630), (mbtI, Isochorismate synthase MbtI [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026691(gb|WP_015356494), (mbtI, Isochorismate synthase MbtI [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026692(gb|WP_005058871), (mbtI, Isochorismate synthase MbtI [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026700(gb|YP_007957699), (mbtI, Isochorismate synthase MbtI [Mycobactin (VF0299, - Nutritional/Metabolic factor (VFC0272
VFG026708(gb|WP_016342533), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026710(gb|WP_015302951), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026711(gb|WP_015289786), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026712(gb|WP_015292876), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026713(gb|WP_015356664), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026714(gb|WP_005058852), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026717(gb|YP_007961261), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026719(gb|WP_025202597), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026722(gb|YP_007957462), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026726(gb|YP_005922613), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026729(gb|WP_020822014), (irtA, Iron-regulated transporter IrtA [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026731(gb|WP_005058854), (irtB, Iron-regulated transporter IrtB [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026734(gb|WP_015289787), (irtB, Iron-regulated transporter IrtB [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026735(gb|WP_015292877), (irtB, Iron-regulated transporter IrtB [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026736(gb|WP_015356663), (irtB, Iron-regulated transporter IrtB [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026747(gb|YP_005922614), (irtB, Iron-regulated transporter IrtB [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026750(gb|WP_020822015), (irtB, Iron-regulated transporter IrtB [ABC transporter (VF0818, - Nutritional/Metabolic factor (VFC0272
VFG026753(gb|WP_015302870), (narG, nitrate reductase subunit alpha [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026754(gb|WP_015289619), (narG, nitrate reductase subunit alpha [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026755(gb|WP_015292733), (narG, nitrate reductase subunit alpha [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026759(gb|YP_007961077), (narG, nitrate reductase Z subunit alpha [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026770(gb|WP_015632606), (narG, nitrate reductase subunit alpha [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026772(gb|WP_015302871), (narH, nitrate reductase subunit beta [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026773(gb|WP_015289620), (narH, nitrate reductase subunit beta [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026774(gb|WP_015292734), (narH, nitrate reductase subunit beta [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026777(gb|WP_015575030), (narH, nitrate reductase subunit beta [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026784(gb|YP_005359856), (narH, respiratory nitrate reductase subunit beta narH [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026791(gb|WP_041179607), (narJ, nitrate reductase molybdenum cofactor assembly chaperone [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026793(gb|WP_041180437), (narJ, nitrate reductase molybdenum cofactor assembly chaperone [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026796(gb|WP_003905477), (narJ, nitrate reductase molybdenum cofactor assembly chaperone [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026797(gb|YP_007961078), (narJ, respiratory nitrate reductase subunit delta [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026799(gb|WP_014584726), (narJ, nitrate reductase molybdenum cofactor assembly chaperone [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026812(gb|WP_015302872), (narI, respiratory nitrate reductase subunit gamma [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026813(gb|WP_015289622), (narI, respiratory nitrate reductase subunit gamma [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026814(gb|WP_015292736), (narI, respiratory nitrate reductase subunit gamma [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026823(gb|YP_007957311), (narI, respiratory nitrate reductase subunit gamma NarI [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026826(gb|YP_005359858), (narI, respiratory nitrate reductase subunit gamma NarI [Nitrate reductase (VF0302, - Nutritional/Metabolic factor (VFC0272
VFG026835(gb|YP_007961608), (narX, nitrate reductase [Fused nitrate reductase (VF0820, - Nutritional/Metabolic factor (VFC0272
VFG026840(gb|YP_007957808), (narX, nitrate reductase-like protein narX [Fused nitrate reductase (VF0820, - Nutritional/Metabolic factor (VFC0272
VFG026843(gb|YP_005360377), (narX, nitrate reductase narX [Fused nitrate reductase (VF0820, - Nutritional/Metabolic factor (VFC0272
VFG026844(gb|YP_005922977), (narX, nitrate reductase subunit alpha [Fused nitrate reductase (VF0820, - Nutritional/Metabolic factor (VFC0272
VFG026847(gb|WP_015288145), (narK2, nitrate transporter NarK [Nitrate/nitrite transporter (VF0821, - Nutritional/Metabolic factor (VFC0272
VFG026848(gb|WP_015303185), (narK2, nitrate transporter NarK [Nitrate/nitrite transporter (VF0821, - Nutritional/Metabolic factor (VFC0272
VFG026849(gb|WP_015290102), (narK2, nitrate transporter NarK [Nitrate/nitrite transporter (VF0821, - Nutritional/Metabolic factor (VFC0272
VFG026850(gb|WP_015293160), (narK2, nitrate transporter NarK [Nitrate/nitrite transporter (VF0821, - Nutritional/Metabolic factor (VFC0272
VFG026854(gb|WP_014585215), (narK2, nitrate transporter NarK [Nitrate/nitrite transporter (VF0821, - Nutritional/Metabolic factor (VFC0272
VFG026861(gb|YP_005922978), (narK2, nitrate/nitrite transporter [Nitrate/nitrite transporter (VF0821, - Nutritional/Metabolic factor (VFC0272
VFG026864(gb|WP_005058381), (katG, catalase/peroxidase HPI [KatG (VF0303, - Stress survival (VFC0282
VFG026866(gb|WP_015303277), (katG, catalase/peroxidase HPI [KatG (VF0303, - Stress survival (VFC0282
VFG026867(gb|WP_015290248), (katG, catalase/peroxidase HPI [KatG (VF0303, - Stress survival (VFC0282
VFG026868(gb|WP_015293289), (katG, catalase/peroxidase HPI [KatG (VF0303, - Stress survival (VFC0282
VFG026869(gb|WP_041299212), (katG, catalase/peroxidase HPI [KatG (VF0303, - Stress survival (VFC0282
VFG026876(gb|WP_025202605), (katG, catalase/peroxidase HPI [KatG (VF0303, - Stress survival (VFC0282
VFG026879(gb|YP_007957969), (katG, catalase/hydroperoxidase HPI(I, [KatG (VF0303
VFG026887(gb|WP_015307337), (katG, catalase/peroxidase HPI [KatG (VF0303, - Stress survival (VFC0282
VFG026890(gb|WP_015303486), (ahpC, peroxiredoxin AhpC [AhpC (VF0306, - Stress survival (VFC0282
VFG026892(gb|WP_015293685), (ahpC, peroxiredoxin AhpC [AhpC (VF0306, - Stress survival (VFC0282
VFG026903(gb|YP_007958466), (ahpC, alkyl hydroperoxide reductase subunit C [AhpC (VF0306, - Stress survival (VFC0282
VFG026912(gb|WP_005117291), (sodC, superoxide dismutase family protein [SodC (VF0305, - Stress survival (VFC0282
VFG026915(gb|WP_015289033), (sodC, superoxide dismutase family protein [SodC (VF0305, - Stress survival (VFC0282
VFG026927(gb|YP_007956623), (sodC, periplasmic superoxide dismutase [SodC (VF0305, - Stress survival (VFC0282
VFG026936(gb|WP_015304502), (sodC, superoxide dismutase family protein [SodC (VF0305, - Stress survival (VFC0282
VFG026941(gb|WP_015294685), (sodA, superoxide dismutase [SodA (VF0304, - Stress survival (VFC0282
VFG026942(gb|WP_015357664), (sodA, superoxide dismutase [SodA (VF0304, - Stress survival (VFC0282
VFG026961(gb|WP_074360147), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026962(gb|WP_015288346), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026963(gb|WP_015303560), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026964(gb|WP_015290883), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026965(gb|WP_015293867), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026966(gb|WP_041300173), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026967(gb|WP_071997904), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026971(gb|YP_007962576), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026976(gb|YP_007958711), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026980(gb|YP_005923858), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026983(gb|WP_086426999), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026984(gb|WP_003878615), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026985(gb|WP_051073897), (sigA/rpoV, RNA polymerase sigma factor [SigA (VF0257, - Regulation (VFC0301
VFG026986(gb|WP_005099669), (sigF, RNA polymerase sigma factor SigF [SigF (VF0294, - Regulation (VFC0301
VFG026990(gb|WP_015294315), (sigF, RNA polymerase sigma factor SigF [SigF (VF0294, - Regulation (VFC0301
VFG027008(gb|WP_015305321), (sigF, RNA polymerase sigma factor SigF [SigF (VF0294, - Regulation (VFC0301
VFG027009(gb|WP_005059659), (sigE, RNA polymerase sigma factor SigE [SigE (VF0295, - Regulation (VFC0301
VFG027014(gb|WP_015356785), (sigE, RNA polymerase sigma factor SigE [SigE (VF0295, - Regulation (VFC0301
VFG027015(gb|WP_041924368), (sigE, RNA polymerase sigma factor SigE [SigE (VF0295, - Regulation (VFC0301
VFG027024(gb|YP_007957357), (sigE, RNA polymerase sigma factor SigE [SigE (VF0295, - Regulation (VFC0301
VFG027033(gb|WP_015308655), (sigE, RNA polymerase sigma factor SigE [SigE (VF0295, - Regulation (VFC0301
VFG027034(gb|WP_005070157), (sigH, sigma-70 family RNA polymerase sigma factor [SigH (VF0296, - Regulation (VFC0301
VFG027049(gb|YP_007959217), (sigH, RNA polymerase sigma factor RpoE [SigH (VF0296, - Regulation (VFC0301
VFG027052(gb|YP_005361776), (sigH, RNA polymerase sigma factor RpoE [SigH (VF0296, - Regulation (VFC0301
VFG027053(gb|YP_005924344), (sigH, RNA polymerase sigma factor RpoE [SigH (VF0296, - Regulation (VFC0301
VFG027058(gb|WP_198345055), (sigH, sigma-70 family RNA polymerase sigma factor [SigH (VF0296, - Regulation (VFC0301
VFG027059(gb|WP_005064565), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027060(gb|WP_041181350), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027061(gb|WP_041179797), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027063(gb|WP_041180696), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027064(gb|WP_015357723), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027068(gb|WP_003400144), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027069(gb|YP_007963831), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027074(gb|YP_007959872), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027081(gb|WP_020824034), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027083(gb|WP_015310215), (sigM, RNA polymerase sigma factor SigM [Sigma M (VF0822, - Regulation (VFC0301
VFG027089(gb|WP_015354740), (whiB3, WhiB family transcriptional regulator [WhiB3 (VF0288, - Regulation (VFC0301
VFG027098(gb|YP_007959398), (whiB3, transcriptional regulatory protein WHIB-like WHIB3 [WhiB3 (VF0288, - Regulation (VFC0301
VFG027105(gb|WP_020823504), (whiB3, WhiB family transcriptional regulator [WhiB3 (VF0288, - Regulation (VFC0301
VFG027107(gb|WP_015305128), (whiB3, WhiB family transcriptional regulator [WhiB3 (VF0288, - Regulation (VFC0301
VFG027122(gb|WP_015456166), (phoP, Possible two component system response transcriptional positive regulator PhoP [PhoP (VF0286, - Regulation (VFC0301
